SN,thickness,defect,band_gap,electron_affinity,doping,pce
1334,1.2,1000000000000000,1.41,3.855,1E+016,21.3524114
1335,1.2,1000000000000000,1.41,3.855,1E+017,21.6661193
1336,1.2,1000000000000000,1.41,3.855,1E+018,23.013336
1337,1.2,1000000000000000,1.41,3.955,1000000000000000,20.104442
1338,1.2,1000000000000000,1.41,3.955,1E+016,20.5211179
1339,1.2,1000000000000000,1.41,3.955,1E+017,21.67987
1340,1.2,1000000000000000,1.41,3.955,1E+018,23.1213398
1341,1.2,1000000000000000,1.51,3.555,1000000000000000,16.5867824
1342,1.2,1000000000000000,1.51,3.555,1E+016,19.2683542
1343,1.2,1000000000000000,1.51,3.555,1E+017,20.6641515
1344,1.2,1000000000000000,1.51,3.555,1E+018,20.903648
1345,1.2,1000000000000000,1.51,3.655,1000000000000000,19.0110958
1346,1.2,1000000000000000,1.51,3.655,1E+016,21.373273
1347,1.2,1000000000000000,1.51,3.655,1E+017,21.75826
1348,1.2,1000000000000000,1.51,3.655,1E+018,20.6038489
1349,1.2,1000000000000000,1.51,3.755,1000000000000000,19.8740155
1350,1.2,1000000000000000,1.51,3.755,1E+016,19.7716638
1351,1.2,1000000000000000,1.51,3.755,1E+017,20.5509975
1352,1.2,1000000000000000,1.51,3.755,1E+018,21.7594609
1353,1.2,1000000000000000,1.51,3.855,1000000000000000,18.7952056
1354,1.2,1000000000000000,1.51,3.855,1E+016,19.6646299
1355,1.2,1000000000000000,1.51,3.855,1E+017,21.1682375
1356,1.2,1000000000000000,1.51,3.855,1E+018,22.5930868
1357,1.2,1000000000000000,1.51,3.955,1000000000000000,19.4678931
1358,1.2,1000000000000000,1.51,3.955,1E+016,20.3068249
1359,1.2,1000000000000000,1.51,3.955,1E+017,21.4158368
1360,1.2,1000000000000000,1.51,3.955,1E+018,22.7189793
1361,1.2,1000000000000000,1.61,3.555,1000000000000000,16.8438809
1362,1.2,1000000000000000,1.61,3.555,1E+016,18.9135047
1363,1.2,1000000000000000,1.61,3.555,1E+017,19.1984414
1364,1.2,1000000000000000,1.61,3.555,1E+018,18.1211479
1365,1.2,1000000000000000,1.61,3.655,1000000000000000,17.6236142
1366,1.2,1000000000000000,1.61,3.655,1E+016,17.5502849
1367,1.2,1000000000000000,1.61,3.655,1E+017,18.3559744
1368,1.2,1000000000000000,1.61,3.655,1E+018,19.327178
1369,1.2,1000000000000000,1.61,3.755,1000000000000000,16.6936101
1370,1.2,1000000000000000,1.61,3.755,1E+016,17.8279292
1371,1.2,1000000000000000,1.61,3.755,1E+017,19.790167
1372,1.2,1000000000000000,1.61,3.755,1E+018,21.0730732
1373,1.2,1000000000000000,1.61,3.855,1000000000000000,17.8459019
1374,1.2,1000000000000000,1.61,3.855,1E+016,19.1396992
1375,1.2,1000000000000000,1.61,3.855,1E+017,20.5812988
1376,1.2,1000000000000000,1.61,3.855,1E+018,21.8680203
1377,1.2,1000000000000000,1.61,3.955,1000000000000000,18.70121
1378,1.2,1000000000000000,1.61,3.955,1E+016,19.7304526
1379,1.2,1000000000000000,1.61,3.955,1E+017,20.7857513
1380,1.2,1000000000000000,1.61,3.955,1E+018,21.9638322
1381,1.2,1E+016,1.41,3.555,1000000000000000,11.8186228
1382,1.2,1E+016,1.41,3.555,1E+016,14.5064287
1383,1.2,1E+016,1.41,3.555,1E+017,17.317914
1384,1.2,1E+016,1.41,3.555,1E+018,18.747548
1385,1.2,1E+016,1.41,3.655,1000000000000000,14.4217267
1386,1.2,1E+016,1.41,3.655,1E+016,17.0374652
1387,1.2,1E+016,1.41,3.655,1E+017,19.8651744
1388,1.2,1E+016,1.41,3.655,1E+018,21.2353859
1389,1.2,1E+016,1.41,3.755,1000000000000000,17.0665544
1390,1.2,1E+016,1.41,3.755,1E+016,19.4534268
1391,1.2,1E+016,1.41,3.755,1E+017,21.5272643
1392,1.2,1E+016,1.41,3.755,1E+018,21.8711608
1393,1.2,1E+016,1.41,3.855,1000000000000000,19.3129643
1394,1.2,1E+016,1.41,3.855,1E+016,19.9671321
1395,1.2,1E+016,1.41,3.855,1E+017,20.7377192
1396,1.2,1E+016,1.41,3.855,1E+018,22.0981537
1397,1.2,1E+016,1.41,3.955,1000000000000000,19.3646804
1398,1.2,1E+016,1.41,3.955,1E+016,19.8434075
1399,1.2,1E+016,1.41,3.955,1E+017,20.8628032
1400,1.2,1E+016,1.41,3.955,1E+018,22.2102191
1401,1.2,1E+016,1.51,3.555,1000000000000000,12.8478492
1402,1.2,1E+016,1.51,3.555,1E+016,15.1769255
1403,1.2,1E+016,1.51,3.555,1E+017,17.6603243
1404,1.2,1E+016,1.51,3.555,1E+018,18.8179836
1405,1.2,1E+016,1.51,3.655,1000000000000000,15.2094586
1406,1.2,1E+016,1.51,3.655,1E+016,17.3951952
1407,1.2,1E+016,1.51,3.655,1E+017,19.4289007
1408,1.2,1E+016,1.51,3.655,1E+018,19.616969
1409,1.2,1E+016,1.51,3.755,1000000000000000,17.3523311
1410,1.2,1E+016,1.51,3.755,1E+016,18.3089127
1411,1.2,1E+016,1.51,3.755,1E+017,19.6247435
1412,1.2,1E+016,1.51,3.755,1E+018,20.9388067
1413,1.2,1E+016,1.51,3.855,1000000000000000,18.1697523
1414,1.2,1E+016,1.51,3.855,1E+016,18.957099
1415,1.2,1E+016,1.51,3.855,1E+017,20.3504644
1416,1.2,1E+016,1.51,3.855,1E+018,21.7139171
1417,1.2,1E+016,1.51,3.955,1000000000000000,18.9570088
1418,1.2,1E+016,1.51,3.955,1E+016,19.6946992
1419,1.2,1E+016,1.51,3.955,1E+017,20.6331683
1420,1.2,1E+016,1.51,3.955,1E+018,21.8365755
1421,1.2,1E+016,1.61,3.555,1000000000000000,13.4611261
1422,1.2,1E+016,1.61,3.555,1E+016,15.3932349
1423,1.2,1E+016,1.61,3.555,1E+017,17.152406
1424,1.2,1E+016,1.61,3.555,1E+018,17.2520057
1425,1.2,1E+016,1.61,3.655,1000000000000000,15.3568808
1426,1.2,1E+016,1.61,3.655,1E+016,16.2178437
1427,1.2,1E+016,1.61,3.655,1E+017,17.5108969
1428,1.2,1E+016,1.61,3.655,1E+018,18.6197268
1429,1.2,1E+016,1.61,3.755,1000000000000000,16.1195119
1430,1.2,1E+016,1.61,3.755,1E+016,17.1110819
1431,1.2,1E+016,1.61,3.755,1E+017,18.9861144
1432,1.2,1E+016,1.61,3.755,1E+018,20.2959819
1433,1.2,1E+016,1.61,3.855,1000000000000000,17.4813664
1434,1.2,1E+016,1.61,3.855,1E+016,18.5156691
1435,1.2,1E+016,1.61,3.855,1E+017,19.8048879
1436,1.2,1E+016,1.61,3.855,1E+018,21.0269479
1437,1.2,1E+016,1.61,3.955,1000000000000000,18.2696865
1438,1.2,1E+016,1.61,3.955,1E+016,19.1696561
1439,1.2,1E+016,1.61,3.955,1E+017,20.0417498
1440,1.2,1E+016,1.61,3.955,1E+018,21.121634
,,,,,,
,,,,,,
SN,Thikness,defect,bandgap,E.affinity,doping,PCE
1,0.5,10000000000000,1.41,3.555,1000000000000000,19.114974
2,0.5,10000000000000,1.41,3.555,1E+016,19.1705011
3,0.5,10000000000000,1.41,3.555,1E+017,19.2100248
4,0.5,10000000000000,1.41,3.555,1E+018,19.3875073
5,0.5,10000000000000,1.41,3.655,1000000000000000,21.7385107
6,0.5,10000000000000,1.41,3.655,1E+016,21.7960308
7,0.5,10000000000000,1.41,3.655,1E+017,21.8199712
8,0.5,10000000000000,1.41,3.655,1E+018,21.829246
9,0.5,10000000000000,1.41,3.755,1000000000000000,23.0819135
10,0.5,10000000000000,1.41,3.755,1E+016,23.0343317
11,0.5,10000000000000,1.41,3.755,1E+017,22.3535215
12,0.5,10000000000000,1.41,3.755,1E+018,19.7307331
13,0.5,10000000000000,1.41,3.855,1000000000000000,20.4924433
14,0.5,10000000000000,1.41,3.855,1E+016,19.0369575
15,0.5,10000000000000,1.41,3.855,1E+017,17.1456421
16,0.5,10000000000000,1.41,3.855,1E+018,17.6143157
17,0.5,10000000000000,1.41,3.955,1000000000000000,17.532245
18,0.5,10000000000000,1.41,3.955,1E+016,16.1335379
19,0.5,10000000000000,1.41,3.955,1E+017,16.5089301
20,0.5,10000000000000,1.41,3.955,1E+018,17.5904187
21,0.5,10000000000000,1.51,3.555,1000000000000000,19.1473679
22,0.5,10000000000000,1.51,3.555,1E+016,19.1938958
23,0.5,10000000000000,1.51,3.555,1E+017,19.2156137
24,0.5,10000000000000,1.51,3.555,1E+018,19.2392406
25,0.5,10000000000000,1.51,3.655,1000000000000000,20.7649391
26,0.5,10000000000000,1.51,3.655,1E+016,20.7184869
27,0.5,10000000000000,1.51,3.655,1E+017,20.0902854
28,0.5,10000000000000,1.51,3.655,1E+018,17.6524807
29,0.5,10000000000000,1.51,3.755,1000000000000000,18.7179684
30,0.5,10000000000000,1.51,3.755,1E+016,17.4424371
31,0.5,10000000000000,1.51,3.755,1E+017,16.0974367
32,0.5,10000000000000,1.51,3.755,1E+018,16.7005085
33,0.5,10000000000000,1.51,3.855,1000000000000000,16.1101208
34,0.5,10000000000000,1.51,3.855,1E+016,15.0863809
35,0.5,10000000000000,1.51,3.855,1E+017,15.9745801
36,0.5,10000000000000,1.51,3.855,1E+018,17.1579546
37,0.5,10000000000000,1.51,3.955,1000000000000000,15.1866216
38,0.5,10000000000000,1.51,3.955,1E+016,15.4461606
39,0.5,10000000000000,1.51,3.955,1E+017,16.1819115
40,0.5,10000000000000,1.51,3.955,1E+018,17.2343036
41,0.5,10000000000000,1.61,3.555,1000000000000000,18.2448983
42,0.5,10000000000000,1.61,3.555,1E+016,18.2022604
43,0.5,10000000000000,1.61,3.555,1E+017,17.6440966
44,0.5,10000000000000,1.61,3.555,1E+018,15.4819179
45,0.5,10000000000000,1.61,3.655,1000000000000000,16.5354304
46,0.5,10000000000000,1.61,3.655,1E+016,15.4123465
47,0.5,10000000000000,1.61,3.655,1E+017,14.2997856
48,0.5,10000000000000,1.61,3.655,1E+018,14.8407081
49,0.5,10000000000000,1.61,3.755,1000000000000000,14.2230201
50,0.5,10000000000000,1.61,3.755,1E+016,13.436795
51,0.5,10000000000000,1.61,3.755,1E+017,14.7780808
52,0.5,10000000000000,1.61,3.755,1E+018,16.054468
53,0.5,10000000000000,1.61,3.855,1000000000000000,13.6502602
54,0.5,10000000000000,1.61,3.855,1E+016,14.1964694
55,0.5,10000000000000,1.61,3.855,1E+017,15.4138707
56,0.5,10000000000000,1.61,3.855,1E+018,16.5611981
57,0.5,10000000000000,1.61,3.955,1000000000000000,13.5088124
58,0.5,10000000000000,1.61,3.955,1E+016,14.754425
59,0.5,10000000000000,1.61,3.955,1E+017,15.6211991
60,0.5,10000000000000,1.61,3.955,1E+018,16.6228385
61,0.5,100000000000000,1.41,3.555,1000000000000000,18.6373091
62,0.5,100000000000000,1.41,3.555,1E+016,19.0539472
63,0.5,100000000000000,1.41,3.555,1E+017,19.1893427
64,0.5,100000000000000,1.41,3.555,1E+018,19.3785161
65,0.5,100000000000000,1.41,3.655,1000000000000000,21.2402504
66,0.5,100000000000000,1.41,3.655,1E+016,21.6740185
67,0.5,100000000000000,1.41,3.655,1E+017,21.7978458
68,0.5,100000000000000,1.41,3.655,1E+018,21.8196428
69,0.5,100000000000000,1.41,3.755,1000000000000000,22.7662736
70,0.5,100000000000000,1.41,3.755,1E+016,22.9620194
71,0.5,100000000000000,1.41,3.755,1E+017,22.3393825
72,0.5,100000000000000,1.41,3.755,1E+018,19.7266184
73,0.5,100000000000000,1.41,3.855,1000000000000000,20.4751507
74,0.5,100000000000000,1.41,3.855,1E+016,19.0314568
75,0.5,100000000000000,1.41,3.855,1E+017,17.1433753
76,0.5,100000000000000,1.41,3.855,1E+018,17.6123472
77,0.5,100000000000000,1.41,3.955,1000000000000000,17.5293083
78,0.5,100000000000000,1.41,3.955,1E+016,16.1321927
79,0.5,100000000000000,1.41,3.955,1E+017,16.507352
80,0.5,100000000000000,1.41,3.955,1E+018,17.5885385
81,0.5,100000000000000,1.51,3.555,1000000000000000,18.7462154
82,0.5,100000000000000,1.51,3.555,1E+016,19.0990589
83,0.5,100000000000000,1.51,3.555,1E+017,19.1977325
84,0.5,100000000000000,1.51,3.555,1E+018,19.2309249
85,0.5,100000000000000,1.51,3.655,1000000000000000,20.494013
86,0.5,100000000000000,1.51,3.655,1E+016,20.6581994
87,0.5,100000000000000,1.51,3.655,1E+017,20.0782705
88,0.5,100000000000000,1.51,3.655,1E+018,17.648942
89,0.5,100000000000000,1.51,3.755,1000000000000000,18.6985548
90,0.5,100000000000000,1.51,3.755,1E+016,17.4365884
91,0.5,100000000000000,1.51,3.755,1E+017,16.09518
92,0.5,100000000000000,1.51,3.755,1E+018,16.6987077
93,0.5,100000000000000,1.51,3.855,1000000000000000,16.1085503
94,0.5,100000000000000,1.51,3.855,1E+016,15.0851859
95,0.5,100000000000000,1.51,3.855,1E+017,15.9730019
96,0.5,100000000000000,1.51,3.855,1E+018,17.156135
97,0.5,100000000000000,1.51,3.955,1000000000000000,15.1851995
98,0.5,100000000000000,1.51,3.955,1E+016,15.4451453
99,0.5,100000000000000,1.51,3.955,1E+017,16.1804626
100,0.5,100000000000000,1.51,3.955,1E+018,17.2325116
101,0.5,100000000000000,1.61,3.555,1000000000000000,18.0184362
102,0.5,100000000000000,1.61,3.555,1E+016,18.1523215
103,0.5,100000000000000,1.61,3.555,1E+017,17.6338758
104,0.5,100000000000000,1.61,3.555,1E+018,15.4788406
105,0.5,100000000000000,1.61,3.655,1000000000000000,16.517852
106,0.5,100000000000000,1.61,3.655,1E+016,15.4070622
107,0.5,100000000000000,1.61,3.655,1E+017,14.297744
108,0.5,100000000000000,1.61,3.655,1E+018,14.8391525
109,0.5,100000000000000,1.61,3.755,1000000000000000,14.2216546
110,0.5,100000000000000,1.61,3.755,1E+016,13.4356654
111,0.5,100000000000000,1.61,3.755,1E+017,14.7765421
112,0.5,100000000000000,1.61,3.755,1E+018,16.052826
113,0.5,100000000000000,1.61,3.855,1000000000000000,13.6497239
114,0.5,100000000000000,1.61,3.855,1E+016,14.1956266
115,0.5,100000000000000,1.61,3.855,1E+017,15.4124457
116,0.5,100000000000000,1.61,3.855,1E+018,16.5594867
117,0.5,100000000000000,1.61,3.955,1000000000000000,13.5079192
118,0.5,100000000000000,1.61,3.955,1E+016,14.7535733
119,0.5,100000000000000,1.61,3.955,1E+017,15.6198712
120,0.5,100000000000000,1.61,3.955,1E+018,16.6211522
121,0.5,1000000000000000,1.41,3.555,1000000000000000,16.4875232
122,0.5,1000000000000000,1.41,3.555,1E+016,18.1926462
123,0.5,1000000000000000,1.41,3.555,1E+017,18.9910445
124,0.5,1000000000000000,1.41,3.555,1E+018,19.2894532
125,0.5,1000000000000000,1.41,3.655,1000000000000000,19.0504842
126,0.5,1000000000000000,1.41,3.655,1E+016,20.7836583
127,0.5,1000000000000000,1.41,3.655,1E+017,21.586012
128,0.5,1000000000000000,1.41,3.655,1E+018,21.724487
129,0.5,1000000000000000,1.41,3.755,1000000000000000,21.1861959
130,0.5,1000000000000000,1.41,3.755,1E+016,22.3828899
131,0.5,1000000000000000,1.41,3.755,1E+017,22.2016162
132,0.5,1000000000000000,1.41,3.755,1E+018,19.685657
133,0.5,1000000000000000,1.41,3.855,1000000000000000,20.3122232
134,0.5,1000000000000000,1.41,3.855,1E+016,18.9769931
135,0.5,1000000000000000,1.41,3.855,1E+017,17.1207776
136,0.5,1000000000000000,1.41,3.855,1E+018,17.5927072
137,0.5,1000000000000000,1.41,3.955,1000000000000000,17.5000685
138,0.5,1000000000000000,1.41,3.955,1E+016,16.1187733
139,0.5,1000000000000000,1.41,3.955,1E+017,16.4916076
140,0.5,1000000000000000,1.41,3.955,1E+018,17.569781
141,0.5,1000000000000000,1.51,3.555,1000000000000000,16.8831643
142,0.5,1000000000000000,1.51,3.555,1E+016,18.3745774
143,0.5,1000000000000000,1.51,3.555,1E+017,19.0251017
144,0.5,1000000000000000,1.51,3.555,1E+018,19.1484968
145,0.5,1000000000000000,1.51,3.655,1000000000000000,18.987467
146,0.5,1000000000000000,1.51,3.655,1E+016,20.1473591
147,0.5,1000000000000000,1.51,3.655,1E+017,19.9603549
148,0.5,1000000000000000,1.51,3.655,1E+018,17.6136994
149,0.5,1000000000000000,1.51,3.755,1000000000000000,18.5163797
150,0.5,1000000000000000,1.51,3.755,1E+016,17.3787535
151,0.5,1000000000000000,1.51,3.755,1E+017,16.0726841
152,0.5,1000000000000000,1.51,3.755,1E+018,16.6807375
153,0.5,1000000000000000,1.51,3.855,1000000000000000,16.0928986
154,0.5,1000000000000000,1.51,3.855,1E+016,15.0732639
155,0.5,1000000000000000,1.51,3.855,1E+017,15.9572563
156,0.5,1000000000000000,1.51,3.855,1E+018,17.1379776
157,0.5,1000000000000000,1.51,3.955,1000000000000000,15.1710185
158,0.5,1000000000000000,1.51,3.955,1E+016,15.4350136
159,0.5,1000000000000000,1.51,3.955,1E+017,16.166003
160,0.5,1000000000000000,1.51,3.955,1E+018,17.2146301
161,0.5,1000000000000000,1.61,3.555,1000000000000000,16.7294524
162,0.5,1000000000000000,1.61,3.555,1E+016,17.7237815
163,0.5,1000000000000000,1.61,3.555,1E+017,17.5334219
164,0.5,1000000000000000,1.61,3.555,1E+018,15.4481917
165,0.5,1000000000000000,1.61,3.655,1000000000000000,16.3540476
166,0.5,1000000000000000,1.61,3.655,1E+016,15.3548213
167,0.5,1000000000000000,1.61,3.655,1E+017,14.2773925
168,0.5,1000000000000000,1.61,3.655,1E+018,14.8236274
169,0.5,1000000000000000,1.61,3.755,1000000000000000,14.2080459
170,0.5,1000000000000000,1.61,3.755,1E+016,13.4243961
171,0.5,1000000000000000,1.61,3.755,1E+017,14.76119
172,0.5,1000000000000000,1.61,3.755,1E+018,16.0364389
173,0.5,1000000000000000,1.61,3.855,1000000000000000,13.6443655
174,0.5,1000000000000000,1.61,3.855,1E+016,14.1872131
175,0.5,1000000000000000,1.61,3.855,1E+017,15.3982264
176,0.5,1000000000000000,1.61,3.855,1E+018,16.5424103
177,0.5,1000000000000000,1.61,3.955,1000000000000000,13.4990176
178,0.5,1000000000000000,1.61,3.955,1E+016,14.7450728
179,0.5,1000000000000000,1.61,3.955,1E+017,15.606619
180,0.5,1000000000000000,1.61,3.955,1E+018,16.6043269
181,0.5,1E+016,1.41,3.555,1000000000000000,12.9370322
182,0.5,1E+016,1.41,3.555,1E+016,15.2568411
183,0.5,1E+016,1.41,3.555,1E+017,17.5223579
184,0.5,1E+016,1.41,3.555,1E+018,18.4752894
185,0.5,1E+016,1.41,3.655,1000000000000000,15.4264516
186,0.5,1E+016,1.41,3.655,1E+016,17.7408475
187,0.5,1E+016,1.41,3.655,1E+017,20.0171088
188,0.5,1E+016,1.41,3.655,1E+018,20.8518943
189,0.5,1E+016,1.41,3.755,1000000000000000,17.8983521
190,0.5,1E+016,1.41,3.755,1E+016,19.9124097
191,0.5,1E+016,1.41,3.755,1E+017,21.0672423
192,0.5,1E+016,1.41,3.755,1E+018,19.2936672
193,0.5,1E+016,1.41,3.855,1000000000000000,19.2141261
194,0.5,1E+016,1.41,3.855,1E+016,18.4745489
195,0.5,1E+016,1.41,3.855,1E+017,16.9014951
196,0.5,1E+016,1.41,3.855,1E+018,17.4007866
197,0.5,1E+016,1.41,3.955,1000000000000000,17.2194186
198,0.5,1E+016,1.41,3.955,1E+016,15.9876743
199,0.5,1E+016,1.41,3.955,1E+017,16.3376535
200,0.5,1E+016,1.41,3.955,1E+018,17.3863761
201,0.5,1E+016,1.51,3.555,1000000000000000,13.6877879
202,0.5,1E+016,1.51,3.555,1E+016,15.7335015
203,0.5,1E+016,1.51,3.555,1E+017,17.6986144
204,0.5,1E+016,1.51,3.555,1E+018,18.390662
205,0.5,1E+016,1.51,3.655,1000000000000000,15.9049692
206,0.5,1E+016,1.51,3.655,1E+016,17.7967998
207,0.5,1E+016,1.51,3.655,1E+017,18.953535
208,0.5,1E+016,1.51,3.655,1E+018,17.2751425
209,0.5,1E+016,1.51,3.755,1000000000000000,17.3455576
210,0.5,1E+016,1.51,3.755,1E+016,16.8565305
211,0.5,1E+016,1.51,3.755,1E+017,15.8523125
212,0.5,1E+016,1.51,3.755,1E+018,16.5047636
213,0.5,1E+016,1.51,3.855,1000000000000000,15.941465
214,0.5,1E+016,1.51,3.855,1E+016,14.9567856
215,0.5,1E+016,1.51,3.855,1E+017,15.8032523
216,0.5,1E+016,1.51,3.855,1E+018,16.9603095
217,0.5,1E+016,1.51,3.955,1000000000000000,15.0331045
218,0.5,1E+016,1.51,3.955,1E+016,15.3356526
219,0.5,1E+016,1.51,3.955,1E+017,16.0243769
220,0.5,1E+016,1.51,3.955,1E+018,17.0396741
221,0.5,1E+016,1.61,3.555,1000000000000000,14.0277351
222,0.5,1E+016,1.61,3.555,1E+016,15.688001
223,0.5,1E+016,1.61,3.555,1E+017,16.6677493
224,0.5,1E+016,1.61,3.555,1E+018,15.1536277
225,0.5,1E+016,1.61,3.655,1000000000000000,15.3058143
226,0.5,1E+016,1.61,3.655,1E+016,14.884343
227,0.5,1E+016,1.61,3.655,1E+017,14.0801085
228,0.5,1E+016,1.61,3.655,1E+018,14.6714191
229,0.5,1E+016,1.61,3.755,1000000000000000,14.0762945
230,0.5,1E+016,1.61,3.755,1E+016,13.3144289
231,0.5,1E+016,1.61,3.755,1E+017,14.6110388
232,0.5,1E+016,1.61,3.755,1E+018,15.8757944
233,0.5,1E+016,1.61,3.855,1000000000000000,13.5912293
234,0.5,1E+016,1.61,3.855,1E+016,14.1020772
235,0.5,1E+016,1.61,3.855,1E+017,15.2589225
236,0.5,1E+016,1.61,3.855,1E+018,16.3752429
237,0.5,1E+016,1.61,3.955,1000000000000000,13.4128883
238,0.5,1E+016,1.61,3.955,1E+016,14.661628
239,0.5,1E+016,1.61,3.955,1E+017,15.4767367
240,0.5,1E+016,1.61,3.955,1E+018,16.4396354
241,0.6,10000000000000,1.41,3.555,1000000000000000,19.727114
242,0.6,10000000000000,1.41,3.555,1E+016,19.8049911
243,0.6,10000000000000,1.41,3.555,1E+017,19.8492133
244,0.6,10000000000000,1.41,3.555,1E+018,20.0282392
245,0.6,10000000000000,1.41,3.655,1000000000000000,22.4296738
246,0.6,10000000000000,1.41,3.655,1E+016,22.5108159
247,0.6,10000000000000,1.41,3.655,1E+017,22.5377691
248,0.6,10000000000000,1.41,3.655,1E+018,22.5275225
249,0.6,10000000000000,1.41,3.755,1000000000000000,23.8028329
250,0.6,10000000000000,1.41,3.755,1E+016,23.7619614
251,0.6,10000000000000,1.41,3.755,1E+017,23.0323524
252,0.6,10000000000000,1.41,3.755,1E+018,20.542127
253,0.6,10000000000000,1.41,3.855,1000000000000000,21.1308225
254,0.6,10000000000000,1.41,3.855,1E+016,19.6694657
255,0.6,10000000000000,1.41,3.855,1E+017,18.215679
256,0.6,10000000000000,1.41,3.855,1E+018,18.9214077
257,0.6,10000000000000,1.41,3.955,1000000000000000,18.1666589
258,0.6,10000000000000,1.41,3.955,1E+016,17.1881922
259,0.6,10000000000000,1.41,3.955,1E+017,17.7617546
260,0.6,10000000000000,1.41,3.955,1E+018,18.9316031
261,0.6,10000000000000,1.51,3.555,1000000000000000,19.7852667
262,0.6,10000000000000,1.51,3.555,1E+016,19.8513528
263,0.6,10000000000000,1.51,3.555,1E+017,19.8752047
264,0.6,10000000000000,1.51,3.555,1E+018,19.8809196
265,0.6,10000000000000,1.51,3.655,1000000000000000,21.4438394
266,0.6,10000000000000,1.51,3.655,1E+016,21.4024246
267,0.6,10000000000000,1.51,3.655,1E+017,20.7249965
268,0.6,10000000000000,1.51,3.655,1E+018,18.3827593
269,0.6,10000000000000,1.51,3.755,1000000000000000,19.3145285
270,0.6,10000000000000,1.51,3.755,1E+016,18.0629783
271,0.6,10000000000000,1.51,3.755,1E+017,17.1423982
272,0.6,10000000000000,1.51,3.755,1E+018,17.9302635
273,0.6,10000000000000,1.51,3.855,1000000000000000,16.7408808
274,0.6,10000000000000,1.51,3.855,1E+016,16.1675974
275,0.6,10000000000000,1.51,3.855,1E+017,17.2276874
276,0.6,10000000000000,1.51,3.855,1E+018,18.4727171
277,0.6,10000000000000,1.51,3.955,1000000000000000,16.2194822
278,0.6,10000000000000,1.51,3.955,1E+016,16.6406058
279,0.6,10000000000000,1.51,3.955,1E+017,17.4507341
280,0.6,10000000000000,1.51,3.955,1E+018,18.5597509
281,0.6,10000000000000,1.61,3.555,1000000000000000,18.8657952
282,0.6,10000000000000,1.61,3.555,1E+016,18.8268421
283,0.6,10000000000000,1.61,3.555,1E+017,18.2214185
284,0.6,10000000000000,1.61,3.555,1E+018,16.1325339
285,0.6,10000000000000,1.61,3.655,1000000000000000,17.0805018
286,0.6,10000000000000,1.61,3.655,1E+016,15.9759386
287,0.6,10000000000000,1.61,3.655,1E+017,15.2461808
288,0.6,10000000000000,1.61,3.655,1E+018,15.9302523
289,0.6,10000000000000,1.61,3.755,1000000000000000,14.79483
290,0.6,10000000000000,1.61,3.755,1E+016,14.4462223
291,0.6,10000000000000,1.61,3.755,1E+017,15.9738951
292,0.6,10000000000000,1.61,3.755,1E+018,17.2745898
293,0.6,10000000000000,1.61,3.855,1000000000000000,14.617491
294,0.6,10000000000000,1.61,3.855,1E+016,15.380439
295,0.6,10000000000000,1.61,3.855,1E+017,16.6612565
296,0.6,10000000000000,1.61,3.855,1E+018,17.8416989
297,0.6,10000000000000,1.61,3.955,1000000000000000,14.8633719
298,0.6,10000000000000,1.61,3.955,1E+016,15.9832388
299,0.6,10000000000000,1.61,3.955,1E+017,16.8738349
300,0.6,10000000000000,1.61,3.955,1E+018,17.9099143
301,0.6,100000000000000,1.41,3.555,1000000000000000,19.0820164
302,0.6,100000000000000,1.41,3.555,1E+016,19.6528451
303,0.6,100000000000000,1.41,3.555,1E+017,19.8219744
304,0.6,100000000000000,1.41,3.555,1E+018,20.0160374
305,0.6,100000000000000,1.41,3.655,1000000000000000,21.7581192
306,0.6,100000000000000,1.41,3.655,1E+016,22.3517672
307,0.6,100000000000000,1.41,3.655,1E+017,22.5086337
308,0.6,100000000000000,1.41,3.655,1E+018,22.5145791
309,0.6,100000000000000,1.41,3.755,1000000000000000,23.376256
310,0.6,100000000000000,1.41,3.755,1E+016,23.668769
311,0.6,100000000000000,1.41,3.755,1E+017,23.014056
312,0.6,100000000000000,1.41,3.755,1E+018,20.536788
313,0.6,100000000000000,1.41,3.855,1000000000000000,21.1033792
314,0.6,100000000000000,1.41,3.855,1E+016,19.662194
315,0.6,100000000000000,1.41,3.855,1E+017,18.2124855
316,0.6,100000000000000,1.41,3.855,1E+018,18.9185408
317,0.6,100000000000000,1.41,3.955,1000000000000000,18.1630559
318,0.6,100000000000000,1.41,3.955,1E+016,17.1862208
319,0.6,100000000000000,1.41,3.955,1E+017,17.7593865
320,0.6,100000000000000,1.41,3.955,1E+018,18.9288343
321,0.6,100000000000000,1.51,3.555,1000000000000000,19.2378244
322,0.6,100000000000000,1.51,3.555,1E+016,19.7270053
323,0.6,100000000000000,1.51,3.555,1E+017,19.8515208
324,0.6,100000000000000,1.51,3.555,1E+018,19.8696575
325,0.6,100000000000000,1.51,3.655,1000000000000000,21.0696158
326,0.6,100000000000000,1.51,3.655,1E+016,21.3238976
327,0.6,100000000000000,1.51,3.655,1E+017,20.7093683
328,0.6,100000000000000,1.51,3.655,1E+018,18.3781667
329,0.6,100000000000000,1.51,3.755,1000000000000000,19.2869361
330,0.6,100000000000000,1.51,3.755,1E+016,18.0552252
331,0.6,100000000000000,1.51,3.755,1E+017,17.1392209
332,0.6,100000000000000,1.51,3.755,1E+018,17.927656
333,0.6,100000000000000,1.51,3.855,1000000000000000,16.7387191
