SN,thickness,defect,band_gap,electron_affinity,doping,pce
440,0.8,1E+016,1.41,3.955,1E+018,20.3708776
441,0.8,1E+016,1.51,3.555,1000000000000000,13.3671021
442,0.8,1E+016,1.51,3.555,1E+016,15.6955106
443,0.8,1E+016,1.51,3.555,1E+017,18.0402092
444,0.8,1E+016,1.51,3.555,1E+018,18.9993181
445,0.8,1E+016,1.51,3.655,1000000000000000,15.7126687
446,0.8,1E+016,1.51,3.655,1E+016,17.8844758
447,0.8,1E+016,1.51,3.655,1E+017,19.5238811
448,0.8,1E+016,1.51,3.655,1E+018,18.7372006
449,0.8,1E+016,1.51,3.755,1000000000000000,17.6288997
450,0.8,1E+016,1.51,3.755,1E+016,17.8354872
451,0.8,1E+016,1.51,3.755,1E+017,18.151635
452,0.8,1E+016,1.51,3.755,1E+018,19.2443151
453,0.8,1E+016,1.51,3.855,1000000000000000,17.3023579
454,0.8,1E+016,1.51,3.855,1E+016,17.3993635
455,0.8,1E+016,1.51,3.855,1E+017,18.6048906
456,0.8,1E+016,1.51,3.855,1E+018,19.8932823
457,0.8,1E+016,1.51,3.955,1000000000000000,17.4458691
458,0.8,1E+016,1.51,3.955,1E+016,18.0383002
459,0.8,1E+016,1.51,3.955,1E+017,18.870108
460,0.8,1E+016,1.51,3.955,1E+018,19.9987015
461,0.8,1E+016,1.61,3.555,1000000000000000,13.8908543
462,0.8,1E+016,1.61,3.555,1E+016,15.8065515
463,0.8,1E+016,1.61,3.555,1E+017,17.2136229
464,0.8,1E+016,1.61,3.555,1E+018,16.4607928
465,0.8,1E+016,1.61,3.655,1000000000000000,15.5860905
466,0.8,1E+016,1.61,3.655,1E+016,15.7790623
467,0.8,1E+016,1.61,3.655,1E+017,16.1644948
468,0.8,1E+016,1.61,3.655,1E+018,17.1066807
469,0.8,1E+016,1.61,3.755,1000000000000000,15.3168321
470,0.8,1E+016,1.61,3.755,1E+016,15.6098403
471,0.8,1E+016,1.61,3.755,1E+017,17.2963736
472,0.8,1E+016,1.61,3.755,1E+018,18.6040875
473,0.8,1E+016,1.61,3.855,1000000000000000,15.9338259
474,0.8,1E+016,1.61,3.855,1E+016,16.8141772
475,0.8,1E+016,1.61,3.855,1E+017,18.0593502
476,0.8,1E+016,1.61,3.855,1E+018,19.2397163
477,0.8,1E+016,1.61,3.955,1000000000000000,16.478795
478,0.8,1E+016,1.61,3.955,1E+016,17.4580622
479,0.8,1E+016,1.61,3.955,1E+017,18.2938059
480,0.8,1E+016,1.61,3.955,1E+018,19.3210977
481,0.9,10000000000000,1.41,3.555,1000000000000000,20.5869197
482,0.9,10000000000000,1.41,3.555,1E+016,20.7340612
483,0.9,10000000000000,1.41,3.555,1E+017,20.7907148
484,0.9,10000000000000,1.41,3.555,1E+018,20.9722887
485,0.9,10000000000000,1.41,3.655,1000000000000000,23.4022423
486,0.9,10000000000000,1.41,3.655,1E+016,23.5575501
487,0.9,10000000000000,1.41,3.655,1E+017,23.593473
488,0.9,10000000000000,1.41,3.655,1E+018,23.5482285
489,0.9,10000000000000,1.41,3.755,1000000000000000,24.8342169
490,0.9,10000000000000,1.41,3.755,1E+016,24.8282684
491,0.9,10000000000000,1.41,3.755,1E+017,24.0619613
492,0.9,10000000000000,1.41,3.755,1E+018,22.1556975
493,0.9,10000000000000,1.41,3.855,1000000000000000,22.0672019
494,0.9,10000000000000,1.41,3.855,1E+016,20.8425594
495,0.9,10000000000000,1.41,3.855,1E+017,20.4191197
496,0.9,10000000000000,1.41,3.855,1E+018,21.5485995
497,0.9,10000000000000,1.41,3.955,1000000000000000,19.4238911
498,0.9,10000000000000,1.41,3.955,1E+016,19.3221311
499,0.9,10000000000000,1.41,3.955,1E+017,20.2741933
500,0.9,10000000000000,1.41,3.955,1E+018,21.6206524
501,0.9,10000000000000,1.51,3.555,1000000000000000,20.708693
502,0.9,10000000000000,1.51,3.555,1E+016,20.8368293
503,0.9,10000000000000,1.51,3.555,1E+017,20.8671941
504,0.9,10000000000000,1.51,3.555,1E+018,20.8396583
505,0.9,10000000000000,1.51,3.655,1000000000000000,22.4391858
506,0.9,10000000000000,1.51,3.655,1E+016,22.4271178
507,0.9,10000000000000,1.51,3.655,1E+017,21.7017105
508,0.9,10000000000000,1.51,3.655,1E+018,19.8330096
509,0.9,10000000000000,1.51,3.755,1000000000000000,20.219403
510,0.9,10000000000000,1.51,3.755,1E+016,19.2437108
511,0.9,10000000000000,1.51,3.755,1E+017,19.3121263
512,0.9,10000000000000,1.51,3.755,1E+018,20.3918312
513,0.9,10000000000000,1.51,3.855,1000000000000000,18.0360645
514,0.9,10000000000000,1.51,3.855,1E+016,18.3865374
515,0.9,10000000000000,1.51,3.855,1E+017,19.7490704
516,0.9,10000000000000,1.51,3.855,1E+018,21.1143877
517,0.9,10000000000000,1.51,3.955,1000000000000000,18.3243632
518,0.9,10000000000000,1.51,3.955,1E+016,18.9893632
519,0.9,10000000000000,1.51,3.955,1E+017,19.9917087
520,0.9,10000000000000,1.51,3.955,1E+018,21.2242351
521,0.9,10000000000000,1.61,3.555,1000000000000000,19.7931768
522,0.9,10000000000000,1.61,3.555,1E+016,19.7779465
523,0.9,10000000000000,1.61,3.555,1E+017,19.1201436
524,0.9,10000000000000,1.61,3.555,1E+018,17.4275533
525,0.9,10000000000000,1.61,3.655,1000000000000000,17.9201327
526,0.9,10000000000000,1.61,3.655,1E+016,17.0595496
527,0.9,10000000000000,1.61,3.655,1E+017,17.2200821
528,0.9,10000000000000,1.61,3.655,1E+018,18.1130065
529,0.9,10000000000000,1.61,3.755,1000000000000000,15.9836237
530,0.9,10000000000000,1.61,3.755,1E+016,16.569024
531,0.9,10000000000000,1.61,3.755,1E+017,18.4066138
532,0.9,10000000000000,1.61,3.755,1E+018,19.7141143
533,0.9,10000000000000,1.61,3.855,1000000000000000,16.6562731
534,0.9,10000000000000,1.61,3.855,1E+016,17.7706301
535,0.9,10000000000000,1.61,3.855,1E+017,19.1647738
536,0.9,10000000000000,1.61,3.855,1E+018,20.4180039
537,0.9,10000000000000,1.61,3.955,1000000000000000,17.3830108
538,0.9,10000000000000,1.61,3.955,1E+016,18.390851
539,0.9,10000000000000,1.61,3.955,1E+017,19.3752924
540,0.9,10000000000000,1.61,3.955,1E+018,20.5016982
541,0.9,100000000000000,1.41,3.555,1000000000000000,19.501312
542,0.9,100000000000000,1.41,3.555,1E+016,20.4790942
543,0.9,100000000000000,1.41,3.555,1E+017,20.743182
544,0.9,100000000000000,1.41,3.555,1E+018,20.9496327
545,0.9,100000000000000,1.41,3.655,1000000000000000,22.2785238
546,0.9,100000000000000,1.41,3.655,1E+016,23.2917018
547,0.9,100000000000000,1.41,3.655,1E+017,23.5426575
548,0.9,100000000000000,1.41,3.655,1E+018,23.5246577
549,0.9,100000000000000,1.41,3.755,1000000000000000,24.1077705
550,0.9,100000000000000,1.41,3.755,1E+016,24.6738058
551,0.9,100000000000000,1.41,3.755,1E+017,24.0312419
552,0.9,100000000000000,1.41,3.755,1E+018,22.1464348
553,0.9,100000000000000,1.41,3.855,1000000000000000,22.0201851
554,0.9,100000000000000,1.41,3.855,1E+016,20.8296735
555,0.9,100000000000000,1.41,3.855,1E+017,20.4125121
556,0.9,100000000000000,1.41,3.855,1E+018,21.5423419
557,0.9,100000000000000,1.41,3.955,1000000000000000,19.4179399
558,0.9,100000000000000,1.41,3.955,1E+016,19.3176306
559,0.9,100000000000000,1.41,3.955,1E+017,20.2687573
560,0.9,100000000000000,1.41,3.955,1E+018,21.6144885
561,0.9,100000000000000,1.51,3.555,1000000000000000,19.7727427
562,0.9,100000000000000,1.51,3.555,1E+016,20.6261175
563,0.9,100000000000000,1.51,3.555,1E+017,20.8253464
564,0.9,100000000000000,1.51,3.555,1E+018,20.8189249
565,0.9,100000000000000,1.51,3.655,1000000000000000,21.7771872
566,0.9,100000000000000,1.51,3.655,1E+016,22.2944731
567,0.9,100000000000000,1.51,3.655,1E+017,21.6752976
568,0.9,100000000000000,1.51,3.655,1E+018,19.8250574
569,0.9,100000000000000,1.51,3.755,1000000000000000,20.1656343
570,0.9,100000000000000,1.51,3.755,1E+016,19.229873
571,0.9,100000000000000,1.51,3.755,1E+017,19.3055294
572,0.9,100000000000000,1.51,3.755,1E+018,20.3862306
573,0.9,100000000000000,1.51,3.855,1000000000000000,18.0315823
574,0.9,100000000000000,1.51,3.855,1E+016,18.3819788
575,0.9,100000000000000,1.51,3.855,1E+017,19.7436296
576,0.9,100000000000000,1.51,3.855,1E+018,21.1084498
577,0.9,100000000000000,1.51,3.955,1000000000000000,18.320844
578,0.9,100000000000000,1.51,3.955,1E+016,18.9854908
579,0.9,100000000000000,1.51,3.955,1E+017,19.9865601
580,0.9,100000000000000,1.51,3.955,1E+018,21.2183004
581,0.9,100000000000000,1.61,3.555,1000000000000000,19.2287648
582,0.9,100000000000000,1.61,3.555,1E+016,19.6666984
583,0.9,100000000000000,1.61,3.555,1E+017,19.0974028
584,0.9,100000000000000,1.61,3.555,1E+018,17.4205831
585,0.9,100000000000000,1.61,3.655,1000000000000000,17.8710914
586,0.9,100000000000000,1.61,3.655,1E+016,17.0469077
587,0.9,100000000000000,1.61,3.655,1E+017,17.2140769
588,0.9,100000000000000,1.61,3.655,1E+018,18.1081935
589,0.9,100000000000000,1.61,3.755,1000000000000000,15.9795646
590,0.9,100000000000000,1.61,3.755,1E+016,16.5644577
591,0.9,100000000000000,1.61,3.755,1E+017,18.4012859
592,0.9,100000000000000,1.61,3.755,1E+018,19.7088707
593,0.9,100000000000000,1.61,3.855,1000000000000000,16.6542664
594,0.9,100000000000000,1.61,3.855,1E+016,17.7668222
595,0.9,100000000000000,1.61,3.855,1E+017,19.1596977
596,0.9,100000000000000,1.61,3.855,1E+018,20.4123622
597,0.9,100000000000000,1.61,3.955,1000000000000000,17.3801558
598,0.9,100000000000000,1.61,3.955,1E+016,18.3874117
599,0.9,100000000000000,1.61,3.955,1E+017,19.370461
600,0.9,100000000000000,1.61,3.955,1E+018,20.4960648
601,0.9,1000000000000000,1.41,3.555,1000000000000000,16.2480938
602,0.9,1000000000000000,1.41,3.555,1E+016,18.9357279
603,0.9,1000000000000000,1.41,3.555,1E+017,20.30603
604,0.9,1000000000000000,1.41,3.555,1E+018,20.729081
605,0.9,1000000000000000,1.41,3.655,1000000000000000,18.9743262
606,0.9,1000000000000000,1.41,3.655,1E+016,21.7009818
607,0.9,1000000000000000,1.41,3.655,1E+017,23.0759276
608,0.9,1000000000000000,1.41,3.655,1E+018,23.2948574
609,0.9,1000000000000000,1.41,3.755,1000000000000000,21.508252
610,0.9,1000000000000000,1.41,3.755,1E+016,23.5947416
611,0.9,1000000000000000,1.41,3.755,1E+017,23.7391225
612,0.9,1000000000000000,1.41,3.755,1E+018,22.054814
613,0.9,1000000000000000,1.41,3.855,1000000000000000,21.6056795
614,0.9,1000000000000000,1.41,3.855,1E+016,20.6989841
615,0.9,1000000000000000,1.41,3.855,1E+017,20.3469863
616,0.9,1000000000000000,1.41,3.855,1E+018,21.4802296
617,0.9,1000000000000000,1.41,3.955,1000000000000000,19.3590789
618,0.9,1000000000000000,1.41,3.955,1E+016,19.2729834
619,0.9,1000000000000000,1.41,3.955,1E+017,20.2148083
620,0.9,1000000000000000,1.41,3.955,1E+018,21.5533089
621,0.9,1000000000000000,1.51,3.555,1000000000000000,16.8933464
622,0.9,1000000000000000,1.51,3.555,1E+016,19.2891959
623,0.9,1000000000000000,1.51,3.555,1E+017,20.4358621
624,0.9,1000000000000000,1.51,3.555,1E+018,20.6166746
625,0.9,1000000000000000,1.51,3.655,1000000000000000,19.2574295
626,0.9,1000000000000000,1.51,3.655,1E+016,21.3014322
627,0.9,1000000000000000,1.51,3.655,1E+017,21.4211538
628,0.9,1000000000000000,1.51,3.655,1E+018,19.7463185
629,0.9,1000000000000000,1.51,3.755,1000000000000000,19.7020279
630,0.9,1000000000000000,1.51,3.755,1E+016,19.0949193
631,0.9,1000000000000000,1.51,3.755,1E+017,19.2401394
632,0.9,1000000000000000,1.51,3.755,1E+018,20.3305861
633,0.9,1000000000000000,1.51,3.855,1000000000000000,17.9872529
634,0.9,1000000000000000,1.51,3.855,1E+016,18.3367543
635,0.9,1000000000000000,1.51,3.855,1E+017,19.6896172
636,0.9,1000000000000000,1.51,3.855,1E+018,21.0494929
637,0.9,1000000000000000,1.51,3.955,1000000000000000,18.2858427
638,0.9,1000000000000000,1.51,3.955,1E+016,18.947045
639,0.9,1000000000000000,1.51,3.955,1E+017,19.9354439
640,0.9,1000000000000000,1.51,3.955,1E+018,21.1593844
641,0.9,1000000000000000,1.61,3.555,1000000000000000,17.0360797
642,0.9,1000000000000000,1.61,3.555,1E+016,18.8184184
643,0.9,1000000000000000,1.61,3.555,1E+017,18.8780803
644,0.9,1000000000000000,1.61,3.555,1E+018,17.3515623
645,0.9,1000000000000000,1.61,3.655,1000000000000000,17.4516408
646,0.9,1000000000000000,1.61,3.655,1E+016,16.9237127
647,0.9,1000000000000000,1.61,3.655,1E+017,17.1545529
648,0.9,1000000000000000,1.61,3.655,1E+018,18.0603514
649,0.9,1000000000000000,1.61,3.755,1000000000000000,15.9394356
650,0.9,1000000000000000,1.61,3.755,1E+016,16.5191939
651,0.9,1000000000000000,1.61,3.755,1E+017,18.3483963
652,0.9,1000000000000000,1.61,3.755,1E+018,19.65676
653,0.9,1000000000000000,1.61,3.855,1000000000000000,16.6342932
654,0.9,1000000000000000,1.61,3.855,1E+016,17.7290129
655,0.9,1000000000000000,1.61,3.855,1E+017,19.1092972
656,0.9,1000000000000000,1.61,3.855,1E+018,20.3563381
657,0.9,1000000000000000,1.61,3.955,1000000000000000,17.351749
658,0.9,1000000000000000,1.61,3.955,1E+016,18.3534389
659,0.9,1000000000000000,1.61,3.955,1E+017,19.3224861
660,0.9,1000000000000000,1.61,3.955,1E+018,20.4401318
661,0.9,1E+016,1.41,3.555,1000000000000000,12.2530725
662,0.9,1E+016,1.41,3.555,1E+016,14.9404847
663,0.9,1E+016,1.41,3.555,1E+017,17.669627
664,0.9,1E+016,1.41,3.555,1E+018,18.9851104
665,0.9,1E+016,1.41,3.655,1000000000000000,14.8611697
666,0.9,1E+016,1.41,3.655,1E+016,17.4965606
667,0.9,1E+016,1.41,3.655,1E+017,20.2393061
668,0.9,1E+016,1.41,3.655,1E+018,21.4559914
669,0.9,1E+016,1.41,3.755,1000000000000000,17.5011563
670,0.9,1E+016,1.41,3.755,1E+016,19.8805445
671,0.9,1E+016,1.41,3.755,1E+017,21.6553565
672,0.9,1E+016,1.41,3.755,1E+018,21.227214
673,0.9,1E+016,1.41,3.855,1000000000000000,19.5488762
674,0.9,1E+016,1.41,3.855,1E+016,19.661211
675,0.9,1E+016,1.41,3.855,1E+017,19.7442475
676,0.9,1E+016,1.41,3.855,1E+018,20.9012998
677,0.9,1E+016,1.41,3.955,1000000000000000,18.8204651
678,0.9,1E+016,1.41,3.955,1E+016,18.8583116
679,0.9,1E+016,1.41,3.955,1E+017,19.7123744
680,0.9,1E+016,1.41,3.955,1E+018,20.9831572
681,0.9,1E+016,1.51,3.555,1000000000000000,13.2275229
682,0.9,1E+016,1.51,3.555,1E+016,15.570643
683,0.9,1E+016,1.51,3.555,1E+017,17.9708266
684,0.9,1E+016,1.51,3.555,1E+018,18.9925409
685,0.9,1E+016,1.51,3.655,1000000000000000,15.5838702
686,0.9,1E+016,1.51,3.655,1E+016,17.7740693
687,0.9,1E+016,1.51,3.655,1E+017,19.5315579
688,0.9,1E+016,1.51,3.655,1E+018,19.0292773
689,0.9,1E+016,1.51,3.755,1000000000000000,17.5794215
690,0.9,1E+016,1.51,3.755,1E+016,18.0003172
691,0.9,1E+016,1.51,3.755,1E+017,18.6359248
692,0.9,1E+016,1.51,3.755,1E+018,19.8076672
693,0.9,1E+016,1.51,3.855,1000000000000000,17.5856122
694,0.9,1E+016,1.51,3.855,1E+016,17.9169254
695,0.9,1E+016,1.51,3.855,1E+017,19.1828075
696,0.9,1E+016,1.51,3.855,1E+018,20.4976522
697,0.9,1E+016,1.51,3.955,1000000000000000,17.9491912
698,0.9,1E+016,1.51,3.955,1E+016,18.5875428
699,0.9,1E+016,1.51,3.955,1E+017,19.4577533
700,0.9,1E+016,1.51,3.955,1E+018,20.6093572
701,0.9,1E+016,1.61,3.555,1000000000000000,13.7828154
702,0.9,1E+016,1.61,3.555,1E+016,15.7162585
703,0.9,1E+016,1.61,3.555,1E+017,17.2285139
704,0.9,1E+016,1.61,3.555,1E+018,16.723
705,0.9,1E+016,1.61,3.655,1000000000000000,15.5472956
706,0.9,1E+016,1.61,3.655,1E+016,15.9313152
707,0.9,1E+016,1.61,3.655,1E+017,16.6065964
708,0.9,1E+016,1.61,3.655,1E+018,17.608929
709,0.9,1E+016,1.61,3.755,1000000000000000,15.5780725
710,0.9,1E+016,1.61,3.755,1E+016,16.1016341
711,0.9,1E+016,1.61,3.755,1E+017,17.8550558
712,0.9,1E+016,1.61,3.755,1E+018,19.1658736
713,0.9,1E+016,1.61,3.855,1000000000000000,16.4432984
714,0.9,1E+016,1.61,3.855,1E+016,17.3753446
715,0.9,1E+016,1.61,3.855,1E+017,18.6379133
716,0.9,1E+016,1.61,3.855,1E+018,19.8319922
717,0.9,1E+016,1.61,3.955,1000000000000000,17.0811625
718,0.9,1E+016,1.61,3.955,1E+016,18.0313859
719,0.9,1E+016,1.61,3.955,1E+017,18.8734445
720,0.9,1E+016,1.61,3.955,1E+018,19.9173052
721,1,10000000000000,1.41,3.555,1000000000000000,20.7178141
722,1,10000000000000,1.41,3.555,1E+016,20.8862242
723,1,10000000000000,1.41,3.555,1E+017,20.9477248
724,1,10000000000000,1.41,3.555,1E+018,21.1294802
725,1,10000000000000,1.41,3.655,1000000000000000,23.5495
726,1,10000000000000,1.41,3.655,1E+016,23.7289586
727,1,10000000000000,1.41,3.655,1E+017,23.7692836
728,1,10000000000000,1.41,3.655,1E+018,23.7174067
729,1,10000000000000,1.41,3.755,1000000000000000,24.9971085
730,1,10000000000000,1.41,3.755,1E+016,25.0037683
731,1,10000000000000,1.41,3.755,1E+017,24.2479653
732,1,10000000000000,1.41,3.755,1E+018,22.5353999
733,1,10000000000000,1.41,3.855,1000000000000000,22.2268639
734,1,10000000000000,1.41,3.855,1E+016,21.1109355
735,1,10000000000000,1.41,3.855,1E+017,20.9392416
736,1,10000000000000,1.41,3.855,1E+018,22.1553696
737,1,10000000000000,1.41,3.955,1000000000000000,19.7180285
738,1,10000000000000,1.41,3.955,1E+016,19.8140007
739,1,10000000000000,1.41,3.955,1E+017,20.8526271
740,1,10000000000000,1.41,3.955,1E+018,22.2409226
741,1,10000000000000,1.51,3.555,1000000000000000,20.855681
742,1,10000000000000,1.51,3.555,1E+016,21.0042378
743,1,10000000000000,1.51,3.555,1E+017,21.0379583
744,1,10000000000000,1.51,3.555,1E+018,21.0037714
745,1,10000000000000,1.51,3.655,1000000000000000,22.6028025
746,1,10000000000000,1.51,3.655,1E+016,22.6014176
747,1,10000000000000,1.51,3.655,1E+017,21.8810703
748,1,10000000000000,1.51,3.655,1E+018,20.1736455
749,1,10000000000000,1.51,3.755,1000000000000000,20.3803579
750,1,10000000000000,1.51,3.755,1E+016,19.5225164
751,1,10000000000000,1.51,3.755,1E+017,19.828062
752,1,10000000000000,1.51,3.755,1E+018,20.9584112
753,1,10000000000000,1.51,3.855,1000000000000000,18.3511575
754,1,10000000000000,1.51,3.855,1E+016,18.9072298
755,1,10000000000000,1.51,3.855,1E+017,20.3326237
756,1,10000000000000,1.51,3.855,1E+018,21.7245502
757,1,10000000000000,1.51,3.955,1000000000000000,18.7935604
758,1,10000000000000,1.51,3.955,1E+016,19.5303954
759,1,10000000000000,1.51,3.955,1E+017,20.5763792
760,1,10000000000000,1.51,3.955,1E+018,21.8403796
761,1,10000000000000,1.61,3.555,1000000000000000,19.9497577
762,1,10000000000000,1.61,3.555,1E+016,19.9433551
763,1,10000000000000,1.61,3.555,1E+017,19.2870605
764,1,10000000000000,1.61,3.555,1E+018,17.7327346
765,1,10000000000000,1.61,3.655,1000000000000000,18.0722087
766,1,10000000000000,1.61,3.655,1E+016,17.3173147
767,1,10000000000000,1.61,3.655,1E+017,17.6922128
768,1,10000000000000,1.61,3.655,1E+018,18.6143613
769,1,10000000000000,1.61,3.755,1000000000000000,16.2765979
770,1,10000000000000,1.61,3.755,1E+016,17.0791181
771,1,10000000000000,1.61,3.755,1E+017,18.9736437
772,1,10000000000000,1.61,3.755,1E+018,20.2744679
773,1,10000000000000,1.61,3.855,1000000000000000,17.1313645
774,1,10000000000000,1.61,3.855,1E+016,18.328708
775,1,10000000000000,1.61,3.855,1E+017,19.7443612
776,1,10000000000000,1.61,3.855,1E+018,21.0151806
777,1,10000000000000,1.61,3.955,1000000000000000,17.9253821
778,1,10000000000000,1.61,3.955,1E+016,18.9356674
779,1,10000000000000,1.61,3.955,1E+017,19.9543649
780,1,10000000000000,1.61,3.955,1E+018,21.1032301
781,1,100000000000000,1.41,3.555,1000000000000000,19.5062914
782,1,100000000000000,1.41,3.555,1E+016,20.598675
783,1,100000000000000,1.41,3.555,1E+017,20.8933633
784,1,100000000000000,1.41,3.555,1E+018,21.1031912
785,1,100000000000000,1.41,3.655,1000000000000000,22.2975847
786,1,100000000000000,1.41,3.655,1E+016,23.4293403
787,1,100000000000000,1.41,3.655,1E+017,23.7111787
788,1,100000000000000,1.41,3.655,1E+018,23.6902233
789,1,100000000000000,1.41,3.755,1000000000000000,24.1825893
790,1,100000000000000,1.41,3.755,1E+016,24.829547
791,1,100000000000000,1.41,3.755,1E+017,24.21331
792,1,100000000000000,1.41,3.755,1E+018,22.5247608
793,1,100000000000000,1.41,3.855,1000000000000000,22.172175
794,1,100000000000000,1.41,3.855,1E+016,21.09613
795,1,100000000000000,1.41,3.855,1E+017,20.9313045
796,1,100000000000000,1.41,3.855,1E+018,22.1477923
797,1,100000000000000,1.41,3.955,1000000000000000,19.7111698
798,1,100000000000000,1.41,3.955,1E+016,19.8084724
799,1,100000000000000,1.41,3.955,1E+017,20.8459703
800,1,100000000000000,1.41,3.955,1E+018,22.2334252
801,1,100000000000000,1.51,3.555,1000000000000000,19.8081581
802,1,100000000000000,1.51,3.555,1E+016,20.7658887
803,1,100000000000000,1.51,3.555,1E+017,20.9899445
804,1,100000000000000,1.51,3.555,1E+018,20.9797899
805,1,100000000000000,1.51,3.655,1000000000000000,21.8544843
806,1,100000000000000,1.51,3.655,1E+016,22.4511689
807,1,100000000000000,1.51,3.655,1E+017,21.8511565
808,1,100000000000000,1.51,3.655,1E+018,20.1645208
809,1,100000000000000,1.51,3.755,1000000000000000,20.3175385
810,1,100000000000000,1.51,3.755,1E+016,19.5065326
811,1,100000000000000,1.51,3.755,1E+017,19.8201512
812,1,100000000000000,1.51,3.755,1E+018,20.9516703
813,1,100000000000000,1.51,3.855,1000000000000000,18.3457295
814,1,100000000000000,1.51,3.855,1E+016,18.9015561
815,1,100000000000000,1.51,3.855,1E+017,20.3259669
816,1,100000000000000,1.51,3.855,1E+018,21.7173381
817,1,100000000000000,1.51,3.955,1000000000000000,18.7893861
818,1,100000000000000,1.51,3.955,1E+016,19.5255769
819,1,100000000000000,1.51,3.955,1E+017,20.5700545
820,1,100000000000000,1.51,3.955,1E+018,21.833152
821,1,100000000000000,1.61,3.555,1000000000000000,19.3101562
822,1,100000000000000,1.61,3.555,1E+016,19.8171001
823,1,100000000000000,1.61,3.555,1E+017,19.2612596
824,1,100000000000000,1.61,3.555,1E+018,17.7247253
825,1,100000000000000,1.61,3.655,1000000000000000,18.0149762
826,1,100000000000000,1.61,3.655,1E+016,17.3026803
827,1,100000000000000,1.61,3.655,1E+017,17.6850068
828,1,100000000000000,1.61,3.655,1E+018,18.6085727
829,1,100000000000000,1.61,3.755,1000000000000000,16.2716433
830,1,100000000000000,1.61,3.755,1E+016,17.0733823
831,1,100000000000000,1.61,3.755,1E+017,18.9671197
832,1,100000000000000,1.61,3.755,1E+018,20.2681322
833,1,100000000000000,1.61,3.855,1000000000000000,17.1287601
834,1,100000000000000,1.61,3.855,1E+016,18.3238904
835,1,100000000000000,1.61,3.855,1E+017,19.7381199
836,1,100000000000000,1.61,3.855,1E+018,21.0083188
837,1,100000000000000,1.61,3.955,1000000000000000,17.9219587
838,1,100000000000000,1.61,3.955,1E+016,18.9313433
839,1,100000000000000,1.61,3.955,1E+017,19.9484135
840,1,100000000000000,1.61,3.955,1E+018,21.0963623
841,1,1000000000000000,1.41,3.555,1000000000000000,16.112483
842,1,1000000000000000,1.41,3.555,1E+016,18.924915
843,1,1000000000000000,1.41,3.555,1E+017,20.3987533
844,1,1000000000000000,1.41,3.555,1E+018,20.8490212
845,1,1000000000000000,1.41,3.655,1000000000000000,18.8507586
846,1,1000000000000000,1.41,3.655,1E+016,21.7036861
847,1,1000000000000000,1.41,3.655,1E+017,23.1831298
848,1,1000000000000000,1.41,3.655,1E+018,23.4265526
849,1,1000000000000000,1.41,3.755,1000000000000000,21.4290846
850,1,1000000000000000,1.41,3.755,1E+016,23.6466829
851,1,1000000000000000,1.41,3.755,1E+017,23.8848805
852,1,1000000000000000,1.41,3.755,1E+018,22.4197259
853,1,1000000000000000,1.41,3.855,1000000000000000,21.6990459
854,1,1000000000000000,1.41,3.855,1E+016,20.9518778
855,1,1000000000000000,1.41,3.855,1E+017,20.8528001
856,1,1000000000000000,1.41,3.855,1E+018,22.0727113
857,1,1000000000000000,1.41,3.955,1000000000000000,19.6435028
858,1,1000000000000000,1.41,3.955,1E+016,19.7537828
859,1,1000000000000000,1.41,3.955,1E+017,20.7800271
860,1,1000000000000000,1.41,3.955,1E+018,22.159144
861,1,1000000000000000,1.51,3.555,1000000000000000,16.7953252
862,1,1000000000000000,1.51,3.555,1E+016,19.3083209
863,1,1000000000000000,1.51,3.555,1E+017,20.5473351
864,1,1000000000000000,1.51,3.555,1E+018,20.7470371
865,1,1000000000000000,1.51,3.655,1000000000000000,19.1869705
866,1,1000000000000000,1.51,3.655,1E+016,21.3559069
867,1,1000000000000000,1.51,3.655,1E+017,21.5648798
868,1,1000000000000000,1.51,3.655,1E+018,20.0743271
869,1,1000000000000000,1.51,3.755,1000000000000000,19.7881403
870,1,1000000000000000,1.51,3.755,1E+016,19.3512945
871,1,1000000000000000,1.51,3.755,1E+017,19.7418884
872,1,1000000000000000,1.51,3.755,1E+018,20.8847893
873,1,1000000000000000,1.51,3.855,1000000000000000,18.2921901
874,1,1000000000000000,1.51,3.855,1E+016,18.8453864
875,1,1000000000000000,1.51,3.855,1E+017,20.2599989
876,1,1000000000000000,1.51,3.855,1E+018,21.6458491
877,1,1000000000000000,1.51,3.955,1000000000000000,18.7479349
878,1,1000000000000000,1.51,3.955,1E+016,19.4778016
879,1,1000000000000000,1.51,3.955,1E+017,20.5073716
880,1,1000000000000000,1.51,3.955,1E+018,21.7615271
881,1,1000000000000000,1.61,3.555,1000000000000000,16.9838187
882,1,1000000000000000,1.61,3.555,1E+016,18.8787318
883,1,1000000000000000,1.61,3.555,1E+017,19.0137144
884,1,1000000000000000,1.61,3.555,1E+018,17.6455499
885,1,1000000000000000,1.61,3.655,1000000000000000,17.5355008
886,1,1000000000000000,1.61,3.655,1E+016,17.1605406
887,1,1000000000000000,1.61,3.655,1E+017,17.6137097
888,1,1000000000000000,1.61,3.655,1E+018,18.5511088
889,1,1000000000000000,1.61,3.755,1000000000000000,16.2227982
890,1,1000000000000000,1.61,3.755,1E+016,17.0166654
891,1,1000000000000000,1.61,3.755,1E+017,18.9024701
892,1,1000000000000000,1.61,3.755,1E+018,20.2052548
893,1,1000000000000000,1.61,3.855,1000000000000000,17.1017341
894,1,1000000000000000,1.61,3.855,1E+016,18.2761235
